company_id,industry,employee_range
"389bdd45bccb86e","Software and Technology","N/A"
"391ad42a0d5a3bf","Business Services","1,000 - 4,999"
"3951c36aa2206ac","Software and Technology","20 - 49"
"39a7d8d754f1459","Business Services","100 - 249"
"3a66cf5f146dbd7","Software and Technology","250 - 499"
"3a6ff6785732ee1","Software and Technology","20 - 49"
"3aea373666d7bf8","Manufacturing","1,000 - 4,999"
"3b29d9b4cd4f812","Software and Technology","20 - 49"
"3b53952fb4ff5ea","Government","10,000+"
"3b71c82bc323b71","Energy and Utilities","100 - 249"
"3b7253e88a30b76","Financial Services","1,000 - 4,999"
"3cb964ca3925194","Software and Technology","50 - 99"
"3cbdac388881af8","Healthcare and Medical","1,000 - 4,999"
"3d40cbf395c29d4","Financial Services","20 - 49"
"3d47d9c965f9cc7","Business Services","100 - 249"
"3d48aadfb962b0f","Software and Technology","100 - 249"
"3d86b851e24372c","Business Services","250 - 499"
"3e0d696d9df7ef3","Software and Technology","100 - 249"
"3e164f13a19c4fe","Financial Services","20 - 49"
"3e2ef51a8ec7b34","Software and Technology","1,000 - 4,999"
"3e3954db3b8f626","Education","20 - 49"
"3e5c061edeea061","Manufacturing","1,000 - 4,999"
"3ea49a28a477656","Government","10,000+"
"3eb8e8b03b20f55","Software and Technology","250 - 499"
"3ebe6b60c689aa3","Software and Technology","20 - 49"
"3f0270796ab636b","Software and Technology","250 - 499"
"3f08bf7c4ccf5f6","Business Services","50 - 99"
"3f3faa12ab4fb64","Financial Services","1,000 - 4,999"
"3f519e9f2695be1","Software and Technology","50 - 99"
"3fe693025720403","Retail and Distribution","100 - 249"
"4039756c18ae839","Retail and Distribution","20 - 49"
"4039bdfad55e96f","Healthcare and Medical","0 - 9"
"40744f5eea59f4f","Business Services","1,000 - 4,999"
"4115e5ebc15e313","Media and Entertainment","100 - 249"
"412f8c5b7cadb65","Software and Technology","20 - 49"
"422305b3bcf62a7","Financial Services","50 - 99"
"426916e573c291f","Healthcare and Medical","N/A"
"42736e2f30fd9b1.683733aa8b6acc8","Energy and Utilities","250 - 499"
"428444beeee4372","Real Estate","0 - 9"
"42ab63fbbde2adf","Healthcare and Medical","100 - 249"
"42fd41e7c19a04d","Associations","100 - 249"
"4312fc16cb9e828","Software and Technology","1,000 - 4,999"
"43fd8013396c4b2","Business Services","100 - 249"
"441b550c89fad10","Government","500 - 999"
"444295d7c8d78c7","Financial Services","20 - 49"
"44836b62bfb63a7","Food and Beverage","1,000 - 4,999"
"44a4473ec5aebb8","Retail and Distribution","250 - 499"
"4505f7e73437660","Software and Technology","10 - 19"
"45684e9c22c5e8b","Retail and Distribution","1,000 - 4,999"
"4580db10b8e4495","Manufacturing","N/A"
"4624c49c727513f","Business Services","0 - 9"
"4635e897010e1f1","Software and Technology","500 - 999"
"467395778be639c","Financial Services","5,000 - 9,999"
"468c7d4fd4a10b7","Business Services","1,000 - 4,999"
"46b44457e0212ba","Software and Technology","20 - 49"
"4766776b1806afe","Automotive","10,000+"
"4772deedbc7f714","Financial Services","100 - 249"
"47964e8c63cd189","Software and Technology","20 - 49"
"4841025e8587100","Retail and Distribution","50 - 99"
"494ff094865ce3e","Business Services","50 - 99"
"4a4234c6e7927e4","Business Services","0 - 9"
"4a465f1f107f889","Healthcare and Medical","10,000+"
"4a943bf15ea7099","Consumer Goods and Services","20 - 49"
"4ab7bc74fca5676","Software and Technology","20 - 49"
"4acbdec9e5fa1b0","Business Services","100 - 249"
"4b07e6579f3173d","Textiles","250 - 499"
"4b60dc9f1bf39d4","Software and Technology","50 - 99"
"4b6b3bfe418ec1d","Consumer Goods and Services","50 - 99"
"4b353c38c6a99ba","Telecommunications","20 - 49"
"4b5daa38f84b00f","Financial Services","10,000+"
"4b6bb4a770ee1c7","Software and Technology","500 - 999"
"4b881087fa30c62","Software and Technology","1,000 - 4,999"
"4ba054d1347436b","Government","500 - 999"
"4bcf5d8b7691b68","Software and Technology","250 - 499"
"4c7db2b446b8bfb","Software and Technology","500 - 999"
"4c9d9d214d1ce56","Construction","10,000+"
"4d70ae806565f77","Software and Technology","100 - 249"
"4d86d16dc9bebe3","Education","100 - 249"
"4ea9683d5a4d4c7","Software and Technology","100 - 249"
"4f243501b10b333","Financial Services","100 - 249"
"4f2e972bdde107b","Software and Technology","500 - 999"
"4f71583e7568a6f","Software and Technology","20 - 49"
"4fed6bb7d2a4df5","Software and Technology","100 - 249"
"51196b834e79b3f","Software and Technology","20 - 49"
"512614f304f56f5","Software and Technology","20 - 49"
"51811490067c3a2","Software and Technology","20 - 49"
"5190bbd5e63e06a","Software and Technology","20 - 49"
"51ecbcd0f4aec5d","Associations","50 - 99"
"52b55eda759a6e4","Financial Services","20 - 49"
"52b866325e1ff46","Healthcare and Medical","5,000 - 9,999"
"53284a53c10f4f9","Associations","10,000+"
"534f0910f8efced","Education","1,000 - 4,999"
"53c67377c0b76b5","Financial Services","20 - 49"
"53d86e472719cf0","Mining","10,000+"
"544895131ca8f3e","Software and Technology","0 - 9"
"548110c690fba54","Business Services","20 - 49"
"557cfdf32055737","Healthcare and Medical","250 - 499"
"5713181bccc141e","Telecommunications","100 - 249"
"572ba7a97062cbb","Financial Services","100 - 249"
"575056a28bfe807","Software and Technology","20 - 49"
"57a20215ed081e2","Software and Technology","20 - 49"
"58443ddb5f40015","Software and Technology","50 - 99"
"586393e2aa4734c","Transportation and Logistics","20 - 49"
"587734f924fbb9e","Financial Services","20 - 49"
"588cb1dd0938f1f","Financial Services","0 - 9"
"58b7703c21390d2","Software and Technology","500 - 999"
"594455fb14daea9","Healthcare and Medical","10,000+"
"5a0d507eebbb276","Hospitality and Travel","10,000+"
"5adc053b3f4f6bb","Financial Services","250 - 499"
"5af4c56e96567e5","Education","1,000 - 4,999"
"5b20c013afced3b","Manufacturing","1,000 - 4,999"
"5c1e4a7a56a2378","Hardware","1,000 - 4,999"
"5c33c48c141c9a0","Healthcare and Medical","1,000 - 4,999"
"5c3a156773712fe","Software and Technology","10 - 19"
"5c684db5c33e153","Associations","250 - 499"
"5c71992cb531b1e","Hospitality and Travel","20 - 49"
"5d2659514e0d10a","Software and Technology","1,000 - 4,999"
"5d33bcdc9e9f48c","Healthcare and Medical","5,000 - 9,999"
"5d48aef1165ba4a","Transportation and Logistics","1,000 - 4,999"
"5dbfbc7b5a022d7","Education","5,000 - 9,999"
"5dd96fa3995be2c","Business Services","10,000+"
"5e37b05f06eef75","Construction","100 - 249"
"5e3ec9b1cde1289","Software and Technology","250 - 499"
"5e70cde90426410","Food and Beverage","1,000 - 4,999"
"5eb9fb735972a0b","Transportation and Logistics","500 - 999"
"5edd23d4847f6ab","Telecommunications","100 - 249"
"5f05dd0f277756f","Retail and Distribution","100 - 249"
"5f5491b16591907","Business Services","20 - 49"
"5f5893f99e777fb","Manufacturing","100 - 249"
"5f7ff0c20de28ca","Retail and Distribution","1,000 - 4,999"
"5fcc8b46e7d759f","Software and Technology","20 - 49"
"606083f226ba0ff","Business Services","20 - 49"
"6079a9cd1abf2f7","Government","10,000+"
"60d777fa1066217","Business Services","50 - 99"
"61d96845d993f8c","Software and Technology","20 - 49"
"61f29ef8dd4a272","Software and Technology","50 - 99"
"632028509790d37","Business Services","500 - 999"
"63dcc74f9a46f86","Automotive","100 - 249"
"644e5066c16ec0e","Business Services","500 - 999"
"64bb282dadf9c0a","Software and Technology","0 - 9"
"64e6e9e1f261191","Software and Technology","50 - 99"
"652f1283d5c179e","Software and Technology","250 - 499"
"654a42d883a754a","Associations","20 - 49"
"657c8ef10c3876b","Financial Services","10 - 19"
"66820bf9dad1cfa","Healthcare and Medical","500 - 999"
"674e78b664a32a5","Financial Services","100 - 249"
"6767091c41b5d06","Financial Services","20 - 49"
"67bbb9e15a15258","Energy and Utilities","1,000 - 4,999"
"67bc739c0c19a5c","Software and Technology","100 - 249"
"67bd1e83e59788e","Financial Services","100 - 249"
"6837c094b9ee8f5","Healthcare and Medical","50 - 99"
"68cf8be85f37145","Software and Technology","50 - 99"
"6997b029b3a625b","Real Estate","100 - 249"
"699eac6a44aa553","N/A","N/A"
"69ca29d1d7f1103","Business Services","0 - 9"
"69cfb3b07fe362a","Telecommunications","1,000 - 4,999"
"6a02623543e84e1","Hospitality and Travel","500 - 999"
"6bc9a5711bb995b","Business Services","50 - 99"
"6bff708fa765a09","Consumer Goods and Services","10,000+"
"6c1d1be2a0ab27d","Software and Technology","250 - 499"
"6c33710f531ed2f","Education","20 - 49"
"6c4548191ff02cd","Manufacturing","1,000 - 4,999"
"6cf7ffcf7fb1353","Construction","20 - 49"
"6d13eb77c3c03ea","Software and Technology","0 - 9"
"6d4725611f8b257","Construction","1,000 - 4,999"
"6d85ff1ba271eb4","Telecommunications","100 - 249"
"6df5da243895a46","Financial Services","100 - 249"
"6e85d08c3a097de","Manufacturing","50 - 99"
"6fab7148bc3f10b","Government","1,000 - 4,999"
"6fdf2d6ca8af2be","Financial Services","100 - 249"
"6fe81dc34d2c10f","Business Services","20 - 49"
"7013c8173dc9ee6","Business Services","50 - 99"
"7064074c2b4f635","Education","100 - 249"
"7145aa408bfc3f2","Healthcare and Medical","250 - 499"
"71c99fec6947975","Software and Technology","100 - 249"
"720fea476f6a1b3","Telecommunications","100 - 249"
"72bbe9f38b310f1","Financial Services","20 - 49"
"72bca95a69a20e5","Financial Services","20 - 49"
"72c0d4bc8871491","Retail and Distribution","50 - 99"
"737b493aaf46ddd","Business Services","50 - 99"
"740cf3bb4bdd015","Software and Technology","100 - 249"
"7439c7573efad48","Business Services","10 - 19"
"750bfd6504e9523","Manufacturing","500 - 999"
"751d75863b2501b","Education","20 - 49"
"752c1bd511869de","Retail and Distribution","100 - 249"
"753883ae17731bd","Biotech","500 - 999"
"7556c44635042b7","Software and Technology","100 - 249"
"7578e3275fbe10f","Financial Services","0 - 9"
"75ce656ff796471","Software and Technology","100 - 249"
"763313d321a6e5a","Telecommunications","100 - 249"
"763a341819dc43f","Hardware","10,000+"
"7681a4a815ce901","Manufacturing","100 - 249"
"769ac5c0b579f32","Software and Technology","0 - 9"
"76e726b679ae146","Government","10,000+"
"774b5fdd139d607","Business Services","20 - 49"
"7798cd7effa2709","Software and Technology","50 - 99"
"7829d50a14d9cb7","Manufacturing","100 - 249"
"78aa25ca49a938c","Pharmaceuticals","100 - 249"
"791ab94ec364317","Software and Technology","10 - 19"
"794c2933e5f9d9b","Education","1,000 - 4,999"
"79b2dcd0d6df805","Software and Technology","50 - 99"
"7a0e01d0ccb9211","Software and Technology","100 - 249"
"7a2bd8010e200ae","Printing and Publishing","1,000 - 4,999"
"7b51e1fb3145c7d","Retail and Distribution","50 - 99"
"7b5d9db87e073a8","Financial Services","1,000 - 4,999"
"7b81d94e915b2f6","Food and Beverage","1,000 - 4,999"
"7b998adc8663fb7","Manufacturing","1,000 - 4,999"
"7bb36ead3741cda","Financial Services","50 - 99"
"7bfe317500338af","Financial Services","250 - 499"
"7c02c00ee87031a","Software and Technology","500 - 999"
"7c348b51d35d7ed","Healthcare and Medical","5,000 - 9,999"
"7c4dd874f6ae0bd","Media and Entertainment","1,000 - 4,999"
"7cefda657b00664","Food and Beverage","0 - 9"
"7d1aa2fa52f0025","Healthcare and Medical","1,000 - 4,999"
"7d451f3822130e3","Business Services","20 - 49"
"7d837e7c77ede40","Software and Technology","100 - 249"
"7dfa877fecda82a","Government","5,000 - 9,999"
"7e1bd1aaa7539ff","Software and Technology","20 - 49"
"7ead2b79a775e39","Software and Technology","100 - 249"
"7f102875b22af3c","Healthcare and Medical","100 - 249"
"7f528fefeaf29fc","Hardware","10,000+"
"7faa858b4532246","Business Services","0 - 9"
"7fd6acedd2561ec","Software and Technology","20 - 49"
"7fdf541b6b2e0dc","Financial Services","N/A"
"802629d997c6625","Healthcare and Medical","10,000+"
"80b63f87326aa8f","Hardware","500 - 999"
"814ff754918c09e","Software and Technology","500 - 999"
"81f9fa3b376b79f","Software and Technology","100 - 249"
"8271825ad23cd78","Software and Technology","100 - 249"
"82c7dc0ce8084db","Software and Technology","100 - 249"
"82e33ce88aab9fd","Business Services","20 - 49"
"839d57c17071faf","Media and Entertainment","500 - 999"
"839dc7f8a40ee9a","Business Services","250 - 499"
"84d9ca221ab66a3","Business Services","100 - 249"
"85f0b8a36a51616","Software and Technology","100 - 249"
"863ef79baba5675","Software and Technology","250 - 499"
"864688ed84c07f9","Financial Services","500 - 999"
"866e5e55c95b0df","Hospitality and Travel","20 - 49"
"868b5924089298c","Retail and Distribution","1,000 - 4,999"
"8696240ee7b8c94","Financial Services","0 - 9"
"8756ed3515a9600","Hardware","10,000+"
"878cdf487f418e1","Apparel","1,000 - 4,999"
"883563e8046c462","Business Services","100 - 249"
"8870b34cd0370af","Associations","1,000 - 4,999"
"887bf8b69a8b14c","Manufacturing","100 - 249"
"88b929aa8d37292","Transportation and Logistics","100 - 249"
"88c81f8efa989be","Business Services","50 - 99"
"88fe10b07c0841f","Software and Technology","20 - 49"
"893169e5859eaa9","Financial Services","100 - 249"
"8956b4edda93c5b","Manufacturing","250 - 499"
"89704ec3945faed","Construction","250 - 499"
"8aef770d7856064","Business Services","0 - 9"
"8b041a3778ad73a","Transportation and Logistics","0 - 9"
"8b70edab8a941f1","Manufacturing","100 - 249"
"8be327754135fd7","Software and Technology","1,000 - 4,999"
"8c000161fe94230","Business Services","10,000+"
"8c06ef365a132d0","Financial Services","1,000 - 4,999"
"8c5aaf8d9bc6a1d","Education","1,000 - 4,999"
"8c6d998e7952efa","Software and Technology","20 - 49"
"8c9d684a3e1fcc4","Biotech","500 - 999"
"8cb93e11589d354","Business Services","10 - 19"
"8cf42d22f50e905","Business Services","0 - 9"
"8d198ab48d0c7dc","Media and Entertainment","N/A"
"8d684458e427c05","Telecommunications","250 - 499"
"8d9b5627357ffce","Business Services","100 - 249"
"8e4927592ba3e70","Financial Services","500 - 999"
"8f996925c39b7c2","Financial Services","1,000 - 4,999"
"8f9a74002602801","Financial Services","100 - 249"
"8f9bafd8bcc1d95","Hardware","10,000+"
"8f9c6665adee4f7","Financial Services","100 - 249"
"8fb389aae2ce506","Media and Entertainment","20 - 49"
"9072bc505b6d41f","Software and Technology","1,000 - 4,999"
"9089c5e4e799e18","Telecommunications","100 - 249"
"90a9d1085d9d136","Business Services","10,000+"
"90fa9987a49c95c","Automotive","250 - 499"
"910284b704c1807","Healthcare and Medical","100 - 249"
"9136cd31199c5bb","Government","1,000 - 4,999"
"915dcc2a4b96b91","Software and Technology","50 - 99"
"91cbb3c18af1040","Software and Technology","10 - 19"
"92422ad9879ddd4","Financial Services","500 - 999"
"92428f7423b4865","Software and Technology","20 - 49"
"92bcdb7671b5d84","Financial Services","500 - 999"
"92d1455816e1299","Software and Technology","1,000 - 4,999"
"933ed3344270131","Retail and Distribution","100 - 249"
"935315a03fc3875","Retail and Distribution","10,000+"
"93ac4fc71115bdd","Hardware","0 - 9"
"93fcee473724188","Healthcare and Medical","1,000 - 4,999"
"b70ab9ddd32e7c7","Education","100 - 249"
"b716a273c4dd7ff","Software and Technology","0 - 9"
"b72762f7b79e9f7","Food and Beverage","100 - 249"
"b729bd6ce8b4893","Business Services","50 - 99"
"b88f5eb53c1e4c0","Education","1,000 - 4,999"
"b8e102fcead5e38","Financial Services","1,000 - 4,999"
"b8f52b8a61c339b","Software and Technology","N/A"
"b942720c9052d5e","Education","5,000 - 9,999"
"b9488d76a749007","Software and Technology","50 - 99"
"b973e5e898ccd5c","Transportation and Logistics","1,000 - 4,999"
"ba682b8cfa1a4a5","Retail and Distribution","100 - 249"
"baf3b103f8f7b08","Software and Technology","50 - 99"
"bcafa2cc19522aa","Business Services","0 - 9"
"bcde295eea8ec68","Business Services","0 - 9"
"bd1d7b5acb5f2fe","Software and Technology","500 - 999"
"bdd4c63686ca483","Financial Services","100 - 249"
"be03083d558c4fb","Retail and Distribution","0 - 9"
"bee20a2884ef7ac","Software and Technology","100 - 249"
"bf02cf14b261943","Transportation and Logistics","20 - 49"
"bf1de2cf6525e70","Printing and Publishing","20 - 49"
"bf44b8e0a6bbdaf","N/A","0 - 9"
"bf67628bae41131","Software and Technology","20 - 49"
"bf9ce496071ac7f","Food and Beverage","10,000+"
"c04fc3fff9be148","Government","250 - 499"
"c0ecaac9cbb488e","Financial Services","20 - 49"
"c0fd81953697783","Automotive","1,000 - 4,999"
"c139356e24ae5a6","Financial Services","1,000 - 4,999"
"c176698b967cfde","Business Services","1,000 - 4,999"
"c1788916b576d29","Software and Technology","0 - 9"
"c18a7c850bdb7ed","Financial Services","500 - 999"
"c18aeb7b852371d","Software and Technology","20 - 49"
"c1952d9850fe0d4","Business Services","20 - 49"
"c1c115a61b99e44","Software and Technology","250 - 499"
"c1df70c2fbf068e","Software and Technology","20 - 49"
"c1ecef3d0db9b5c","Business Services","100 - 249"
"c1f29392b3b6431","Software and Technology","20 - 49"
"c2898b005159c31","Business Services","100 - 249"
"c3e25fcd9a47a22","Software and Technology","50 - 99"
"c45ce1de1ae1715","Business Services","20 - 49"
"c48676899ba0aac","Software and Technology","20 - 49"
"c4c0db0ae02ca81","Software and Technology","N/A"
"c53a4c425246ed8","Business Services","1,000 - 4,999"
"c5ccacab77a0e70","Retail and Distribution","10,000+"
"c676ac2d8d7824c","Healthcare and Medical","500 - 999"
"c67a3cd9661ccc4","Education","500 - 999"
"c6c4e83cdb69dd8","Media and Entertainment","10,000+"
"c7358fdbd623ebe","Healthcare and Medical","500 - 999"
"c740a0a99740fe8","Software and Technology","20 - 49"
"c74430e9f28133d","Business Services","100 - 249"
"c756016a21faff3","Food and Beverage","100 - 249"
"c7676e45707308b","Software and Technology","100 - 249"
"c8487de967eef3e","Media and Entertainment","1,000 - 4,999"
"c8629b484386d9d","Software and Technology","0 - 9"
"c86cc8bc5252108","Software and Technology","100 - 249"
"c8e367bde425127","Healthcare and Medical","20 - 49"
"c9473cbc6711a2c","Business Services","10,000+"
"c950592ba63a914","Software and Technology","100 - 249"
"c9fda5d3f298a51","Retail and Distribution","20 - 49"
"ca0cfee7ab501cf","Automotive","1,000 - 4,999"
